Model,Norm,Dataset,Batch Size,Trace,Eigen Mean,Eigen Variance,Max Eigen,Test Accuracy,Class Similarity,Mom & WD,Train Accuracy,SkipInit,Success,P Grouping,Gen. Ratio
VGG,Filter_Response_Normalization,CIFAR-10,256,8.576365807120698e-06,0.0009386554436115,0.1076448200788013,62.472032,82.13333333333334,0.21389309,True,100.0,True,True,32.0,0.8213333333333334
VGG,Filter_Response_Normalization,CIFAR-10,16,0.00011619466854900059,0.0671542248866134,3.057364019293936,13.492439,80.86666666666666,0.44298586,True,93.7379961587708,True,True,32.0,0.8626882372191631
VGG,Filter_Response_Normalization,CIFAR-10,16,0.0008796454248834054,0.0433253655287693,1.1669389943013917,160.79729999999998,70.07777777777778,0.75170535,False,78.64516645326505,False,True,32.0,0.8910627434353713
VGG,Filter_Response_Normalization,CIFAR-10,256,1.8540540700410984e-05,0.0011914350066647,0.1573760677703261,23.247127000000003,73.36666666666666,0.50247073,False,100.0,False,True,32.0,0.7336666666666666
VGG,Filter_Response_Normalization,CIFAR-10,256,2.644762639676619e-05,0.0059738374589501,0.1376955579083549,30.752632,74.06666666666666,0.5072839,False,100.0,True,True,32.0,0.7406666666666666
VGG,Filter_Response_Normalization,CIFAR-10,16,0.000831217878833471,0.0240484422186052,0.6403668499516622,245.3001,69.4888888888889,0.7549469,False,79.0252880921895,True,True,32.0,0.8793247144866386
VGG,Filter_Response_Normalization,CIFAR-100,16,0.0004594970173835816,0.1768505445676151,12.119547124242835,20.752313,45.93333333333333,0.41975418,True,71.20278489116517,False,True,32.0,0.645105853704224
VGG,Filter_Response_Normalization,CIFAR-100,256,2.0503082945606604e-05,0.0015051007842001,0.1305657669161851,159.4667,50.422222222222224,0.26330557,True,99.96778350515464,False,True,32.0,0.5043847172986715
VGG,Filter_Response_Normalization,CIFAR-100,256,2.09179198630024e-05,-0.0003784826141206,0.1082855980980834,183.08274,50.02222222222223,0.2527065,True,99.96778350515464,True,True,32.0,0.500383428223583
VGG,Filter_Response_Normalization,CIFAR-100,16,0.00046249134197460655,0.0235984125808463,0.2044403500155328,159.38483,46.1,0.4230475,True,71.05873879641486,True,True,32.0,0.6487590517484092
VGG,Filter_Response_Normalization,CIFAR-100,16,0.0011912055250822395,0.0492550094891148,0.9100654172063616,190.2465,27.366666666666667,0.78758496,False,30.85387323943662,False,True,32.0,0.8869766999524489
VGG,Filter_Response_Normalization,CIFAR-100,256,0.00041056771678678805,0.1206596606677827,4.428481151095207,18.865730000000003,38.58888888888889,0.61956155,False,99.97583762886596,False,True,32.0,0.3859821513288041
VGG,Filter_Response_Normalization,CIFAR-100,256,0.0004104432276704787,0.1149294882892399,3.8890452725829774,19.452728,39.44444444444444,0.6227517,False,99.96778350515464,True,True,32.0,0.3945715615712393
VGG,Filter_Response_Normalization,CIFAR-100,16,0.0011424623424507914,0.0515205065762958,1.4197494627694365,185.05584,26.68888888888889,0.7872252,False,29.445422535211268,True,True,32.0,0.9063849858827437
ViT,Filter_Response_Normalization,CIFAR-10,16,7.118142636823885e-05,0.0105908986248078,0.2676481208655364,49.692674,63.22222222222222,0.94657516,True,65.47295134443021,True,True,32.0,0.965623527334705
ViT,Filter_Response_Normalization,CIFAR-10,256,0.0001366665893981279,0.0287944686735408,0.4504414688780616,40.446996,65.95555555555555,0.9357958,True,92.35260953608248,True,True,32.0,0.7141710005474884
ViT,Filter_Response_Normalization,CIFAR-10,16,0.0006282341770530329,0.0205040696257495,1.714998968977673,281.78948,63.2,0.9624834,False,66.06914212548016,True,True,32.0,0.9565736434108527
ViT,Filter_Response_Normalization,CIFAR-10,256,0.0009089550148821491,0.0749736582560666,1.3856505466204143,94.185255,62.1,0.93303883,False,85.67171391752578,True,True,32.0,0.7248600169220645
ViT,Filter_Response_Normalization,CIFAR-100,16,0.0001381553888871332,0.0504134409077374,1.248469954141061,24.315065,32.74444444444445,0.8616968,True,40.096830985915496,True,True,32.0,0.8166342236858154
ViT,Filter_Response_Normalization,CIFAR-100,256,2.6090479300654785e-05,0.1120717343993537,55.56983394178597,1.7014613,37.37777777777778,0.72601336,True,99.95167525773196,True,True,32.0,0.3739584922553496
ViT,Filter_Response_Normalization,CIFAR-100,16,0.0010662911667480488,0.0394508503075393,1.1058705951928745,248.09409,34.4,0.89819205,False,40.01280409731114,True,True,32.0,0.8597248
ViT,Filter_Response_Normalization,CIFAR-100,256,0.0009988721577805745,0.0934545387663063,1.398175931431386,62.62425,33.266666666666666,0.88542557,False,99.76643041237114,True,True,32.0,0.3334454939318102
ResNet-56,GroupNorm,CIFAR-10,16,0.00023684865368735038,0.1275007517739797,10.252519651602912,15.46156,84.18888888888888,0.7786951,True,91.40524967989757,False,True,1.0,0.9210509153874589
ResNet-56,GroupNorm,CIFAR-10,16,0.00020023590839036566,0.0337063529896638,0.5360357297908336,42.749838,82.21111111111111,0.6545659,True,84.93918053777209,False,True,8.0,0.9678820844586814
ResNet-56,GroupNorm,CIFAR-10,16,0.00021893156103913044,0.0565607371051129,1.418721797724685,41.336477,81.4,0.6578102,True,85.1472471190781,False,True,16.0,0.9559909774436092
ResNet-56,GroupNorm,CIFAR-10,16,0.00020733851316399293,0.0725318628188769,2.4530188123695105,24.518121,83.78888888888889,0.7286225,True,88.71238796414853,False,True,0.5,0.9445004334992156
ResNet-56,GroupNorm,CIFAR-10,16,0.0002483730128173616,0.0309598706970665,0.5831060922589777,51.093084,80.68888888888888,0.71068764,True,82.95854673495519,False,True,0.03125,0.9726410606815756
ResNet-56,GroupNorm,CIFAR-10,16,0.00018863928507272787,0.0760670607090157,2.779643543993859,24.095136,83.16666666666667,0.6416258,True,88.15220870678617,False,True,32.0,0.9434439350612017
ResNet-56,GroupNorm,CIFAR-10,16,0.00023203989881172534,0.0363306961783655,0.7267035782918376,42.03308,81.0111111111111,0.71840984,True,83.61875800256082,False,True,0.125,0.96881504875533
ResNet-56,GroupNorm,CIFAR-10,16,0.00025833340161116747,0.0334566644043974,0.8236932037213688,58.817446,78.06666666666666,0.71485937,True,80.50976312419975,False,True,0.0625,0.9696546559978794
ResNet-56,GroupNorm,CIFAR-10,16,0.00019299202697658016,0.056603712062921,1.5016633779353974,28.584886,84.2,0.69580686,True,88.30425736235595,False,True,0.25,0.9535214101227967
ResNet-56,GroupNorm,CIFAR-10,256,0.0001803618729328637,0.0829507351697051,3.476181068459574,22.188467000000003,85.26666666666667,0.6071718,True,97.05621778350516,False,True,8.0,0.8785286364327897
ResNet-56,GroupNorm,CIFAR-10,256,0.00017692733786715088,0.0776446575967316,3.1633944444114728,19.837646000000003,84.44444444444444,0.5947023,True,97.35422036082474,False,True,0.03125,0.8673937722624382
ResNet-56,GroupNorm,CIFAR-10,256,0.00024020697880009482,0.0803866308985291,2.874925157315168,23.714088,82.43333333333334,0.6037996,True,94.2090850515464,False,True,32.0,0.8750040751189764
ResNet-56,GroupNorm,CIFAR-10,256,4.600027897692825e-05,0.1161751445265568,35.84975087961844,2.0266187,86.26666666666667,0.53892845,True,99.97181056701032,False,True,1.0,0.8629099160792211
ResNet-56,GroupNorm,CIFAR-10,256,0.0001543362441628413,0.061129047323383,2.192621310642531,17.040539000000003,84.74444444444444,0.6092813,True,98.88450386597938,False,True,0.0625,0.8570042942148012
ResNet-56,GroupNorm,CIFAR-10,256,0.00014664418562836928,0.0949828278571204,6.770123842672996,12.582143,87.02222222222223,0.68072474,True,98.79590850515464,False,True,16.0,0.8808281996585099
ResNet-56,GroupNorm,CIFAR-10,256,0.0001313408582218622,0.1114561292392767,10.546619923976412,11.007747,86.28888888888889,0.5629577,True,98.89255798969072,False,True,0.25,0.8725518951373902
ResNet-56,GroupNorm,CIFAR-10,256,0.00020416902420783157,0.0821517805498209,3.165613817821435,24.374136,83.58888888888889,0.59908175,True,94.96617268041236,False,True,1e-07,0.8801964586926
ResNet-56,GroupNorm,CIFAR-10,256,0.00011829796224488915,0.0896391840896392,7.14569806211816,10.5889175,84.0111111111111,0.6699439,True,99.55299613402062,False,True,0.125,0.843883302095834
ResNet-56,GroupNorm,CIFAR-10,256,4.2929953081871876e-05,0.085750681209817,16.50787278718587,2.82558,86.74444444444444,0.6263781,True,99.95167525773196,False,True,0.5,0.8678638374071089
ResNet-56,GroupNorm,CIFAR-10,256,2.3081044640953634e-05,0.0697721017633111,16.375504338796283,1.8195751,85.94444444444444,0.54356825,True,99.987918814433,True,True,1e-07,0.8595482880681639
ResNet-56,GroupNorm,CIFAR-10,256,2.0906238167234594e-05,0.0365231254014714,3.1405651000105186,2.531953,87.25555555555556,0.5524066,True,99.99597293814432,True,True,32.0,0.8725906953226031
ResNet-56,GroupNorm,CIFAR-10,256,2.790951904165244e-05,0.0515067397107304,5.503241856271927,2.8895292,87.08888888888889,0.50296766,True,99.97986469072166,True,True,8.0,0.8710642803757558
ResNet-56,GroupNorm,CIFAR-10,256,2.174553600954095e-05,0.0503719054457294,6.362307087894688,2.2422612,86.22222222222223,0.5326341,True,100.0,True,True,0.125,0.8622222222222223
ResNet-56,GroupNorm,CIFAR-10,256,2.420074337779497e-05,0.1859353633181228,275.1071231009524,0.8169861,88.11111111111111,0.7833966,True,100.0,True,True,1.0,0.8811111111111112
ResNet-56,GroupNorm,CIFAR-10,256,2.409280761352377e-05,0.0536036609283818,6.247909041174216,3.2580311,87.66666666666667,0.58388364,True,99.99597293814432,True,True,0.25,0.876701971997369
ResNet-56,GroupNorm,CIFAR-10,256,2.019558838901545e-05,0.0577459512610937,11.093280151499348,1.8203276,87.61111111111111,0.686113,True,99.99194587628864,True,True,0.5,0.8761816798675439
ResNet-56,GroupNorm,CIFAR-10,256,1.8442705665104933e-05,0.058153300974103,10.64969361503756,1.8010062,86.82222222222222,0.52154034,True,100.0,True,True,0.0625,0.8682222222222222
ResNet-56,GroupNorm,CIFAR-10,256,2.559316237989509e-05,0.0479042347213777,5.4840246113998,2.7714195,86.5,0.53612226,True,99.97181056701032,True,True,0.03125,0.8652439073514601
ResNet-56,GroupNorm,CIFAR-10,256,2.1136024148973022e-05,0.0504843517736771,6.208802679173927,2.2203674,88.15555555555555,0.4869507,True,99.97986469072166,True,True,16.0,0.8817330952412918
ResNet-56,GroupNorm,CIFAR-10,16,0.00021252041138152396,0.0385065119135219,1.0716075196031476,45.83851,80.92222222222222,0.86905295,True,84.33098591549296,True,True,0.5,0.9595787520296915
ResNet-56,GroupNorm,CIFAR-10,16,0.00023151458697706048,0.0364128709756504,1.1952445242373837,57.501074,79.4888888888889,0.7676749,True,82.12628040973111,True,True,0.125,0.9678861442685074
ResNet-56,GroupNorm,CIFAR-10,16,0.00021720093316980778,0.0402116892776791,1.2026204936357805,49.584196,79.28888888888889,0.76269835,True,82.05025608194622,True,True,0.03125,0.9663454165176589
ResNet-56,GroupNorm,CIFAR-10,16,0.00022786834986258367,0.0338557679387426,0.770220838121206,48.95066,79.56666666666666,0.81910944,True,82.90252880921895,True,True,0.25,0.9597616358575863
ResNet-56,GroupNorm,CIFAR-10,16,0.00023605227362369645,0.0324826019381804,0.4794402052987157,52.38407,80.75555555555556,0.7587325,True,83.78681177976952,True,True,0.0625,0.9638217977289611
ResNet-56,GroupNorm,CIFAR-10,16,0.0002238412451232583,0.0466069184002923,1.2878470599406016,44.196455,79.21111111111111,0.8328558,True,84.03889244558259,True,True,32.0,0.9425530109455262
ResNet-56,GroupNorm,CIFAR-10,16,0.00022494585075254574,0.0371743959852412,0.8936128049646178,48.529215,80.66666666666667,0.7929742,True,83.45070422535211,True,True,16.0,0.9666385372714488
ResNet-56,GroupNorm,CIFAR-10,16,0.0002331734593373185,0.0337408923659337,0.9185627306253084,56.118326,79.03333333333333,0.78165495,True,81.34202944942382,True,True,1e-07,0.971617426664699
ResNet-56,GroupNorm,CIFAR-10,16,0.0002311847725259327,0.0227723176962115,0.5855343304253795,61.42675,80.03333333333333,0.7827729,True,82.8185019206146,True,True,8.0,0.966370212903018
ResNet-56,GroupNorm,CIFAR-10,16,0.0002009942827427453,0.0772320689189477,2.840300276473104,22.261991,81.97777777777777,0.8816257,True,87.30393725992317,True,True,1.0,0.9389929062845328
ResNet-56,GroupNorm,CIFAR-10,16,0.0002548020219914907,0.0321044532180076,0.780436077726706,54.85397,79.02222222222223,0.7121599,True,80.96991037131882,False,True,1e-07,0.9759455316158223
ResNet-56,GroupNorm,CIFAR-10,16,0.001169962142280317,0.0631381038991351,3.128754338601703,181.4123,62.77777777777778,0.87097275,False,65.56898207426376,False,True,1.0,0.9574310259487535
ResNet-56,GroupNorm,CIFAR-10,16,0.0013020008015804977,0.0459147784866942,2.728458027044302,235.2295,71.52222222222223,0.83418214,False,73.9596670934699,False,True,0.25,0.9670435932578327
ResNet-56,GroupNorm,CIFAR-10,16,0.001147843544730371,0.0538765502173483,2.930545592272608,199.9563,69.95555555555555,0.85161567,False,72.77128681177977,False,True,0.5,0.9613071119175478
ResNet-56,GroupNorm,CIFAR-10,16,0.001449801030474629,0.0350359991909964,2.8214806627758544,312.39446,68.05555555555556,0.84562236,False,69.71830985915493,False,True,0.125,0.9761503928170595
ResNet-56,GroupNorm,CIFAR-10,16,0.0014160944889992165,0.0257324067535488,1.4536629102126684,335.14818,63.5,0.86348176,False,65.83706786171575,False,True,0.0625,0.9645022486933268
ResNet-56,GroupNorm,CIFAR-10,16,0.0015228429119999276,0.031366761967345,2.5099596456544893,363.27083,66.3,0.84428984,False,68.08578745198463,False,True,0.03125,0.973771509167842
ResNet-56,GroupNorm,CIFAR-10,16,0.001458331884485971,0.02698418936335,2.4320937903804025,342.83593,64.03333333333333,0.8425891,False,65.44094110115238,False,True,1e-07,0.9784904106797104
ResNet-56,GroupNorm,CIFAR-10,16,0.0012689026945022826,0.0230563847084357,1.0284532713924812,282.6853,68.37777777777778,0.83277917,False,71.17477592829705,False,True,8.0,0.9607023961222297
ResNet-56,GroupNorm,CIFAR-10,16,0.0012881870810339832,0.0477220212610083,4.602350218682132,255.4808,67.94444444444444,0.8289096,False,71.18277848911652,False,True,16.0,0.9545067765910936
ResNet-56,GroupNorm,CIFAR-10,16,0.001234063398236494,0.0461302378008287,1.8071875247105216,202.91675,71.03333333333333,0.82276094,False,75.3080985915493,False,True,32.0,0.9432363140463667
ResNet-56,GroupNorm,CIFAR-10,256,0.0015566606729743872,0.3988171988933454,45.16185443963181,32.874685,71.76666666666667,0.7439158,False,88.14030283505154,False,True,1.0,0.8142321317067971
ResNet-56,GroupNorm,CIFAR-10,256,0.001097717929553447,0.3058187505488228,26.340276496108864,34.871469999999995,79.28888888888889,0.7050735,False,93.12177835051548,False,True,0.5,0.8514537661688673
ResNet-56,GroupNorm,CIFAR-10,256,0.0010695792571618855,0.2227617712460248,11.59689938179382,44.605898,73.74444444444444,0.64805275,False,88.01546391752578,False,True,32.0,0.8378578168212135
ResNet-56,GroupNorm,CIFAR-10,256,0.0009242629589820028,0.1920052613460209,9.72832720822522,38.875734,79.32222222222222,0.63796914,False,90.41961984536084,False,True,0.25,0.8772678137541629
ResNet-56,GroupNorm,CIFAR-10,256,0.0005486524463300412,0.0623120089976221,1.554232271651431,72.95624000000001,73.57777777777778,0.73897314,False,77.37999355670104,False,True,1e-07,0.9508630641570532
ResNet-56,GroupNorm,CIFAR-10,256,0.0006865778137297563,0.1122542689911403,3.221940448250906,50.066732,79.16666666666667,0.6760015,False,85.78849871134021,False,True,8.0,0.9228121234880846
ResNet-56,GroupNorm,CIFAR-10,256,0.0006206040408599091,0.0823750831398222,2.0652991824287,61.87788,78.81111111111112,0.70782256,False,83.6863724226804,False,True,0.03125,0.9417436654208707
ResNet-56,GroupNorm,CIFAR-10,256,0.0007028574774053967,0.1032198397386544,2.7186829864746334,59.13214,76.54444444444445,0.7067259,False,83.36823453608247,False,True,0.125,0.9181487993645274
ResNet-56,GroupNorm,CIFAR-10,256,0.0007258854643803391,0.125667795020809,4.44347579666549,48.268057,79.52222222222223,0.67503494,False,87.33489046391753,False,True,0.0625,0.9105435616831383
ResNet-56,GroupNorm,CIFAR-10,256,0.0009206003028147336,0.1980047366323138,9.79011151454216,43.167337,78.42222222222222,0.64274323,False,89.74307345360825,False,True,16.0,0.8738526462742752
ResNet-56,GroupNorm,CIFAR-10,256,0.0003540349788581666,0.032685454908332,1.2453895855625836,64.7338,68.85555555555555,0.8669136,False,71.76224226804123,True,True,1e-07,0.9594955979548573
ResNet-56,GroupNorm,CIFAR-10,256,0.00031194886401853233,0.042816912416448,1.5651539984993466,55.543894,71.28888888888889,0.8848866,False,73.7596649484536,True,True,0.125,0.9665023416078232
ResNet-56,GroupNorm,CIFAR-10,256,0.0002964678828025357,0.0450805242287538,1.044450591589001,47.319967,75.54444444444445,0.87050855,False,79.75193298969072,True,True,0.5,0.9472428016786734
ResNet-56,GroupNorm,CIFAR-10,256,0.0002937141108419115,0.0375561872695831,1.3584065728564572,60.62058,70.64444444444445,0.86083984,False,72.74484536082474,True,True,0.03125,0.9711264639307156
ResNet-56,GroupNorm,CIFAR-10,256,0.00026697576393788937,0.0528675494537642,1.9605974648778364,52.325018,71.9,0.8421307,False,73.42541881443299,True,True,0.0625,0.9792249218450064
ResNet-56,GroupNorm,CIFAR-10,256,0.00045989937755349665,0.1289937630730436,5.876646016932106,30.324566,77.85555555555555,0.9343644,False,84.97905927835052,True,True,1.0,0.9161734222137975
ResNet-56,GroupNorm,CIFAR-10,256,0.00027805624319198803,0.0445813402453632,1.434985861995438,58.222185,72.92222222222222,0.8704469,False,75.28994845360825,True,True,16.0,0.9685518946417534
ResNet-56,GroupNorm,CIFAR-10,256,0.00029335611190522905,0.0312532682140238,0.6989374332007015,55.210954,72.65555555555555,0.8704456,False,75.04832474226804,True,True,0.25,0.9681169540435477
ResNet-56,GroupNorm,CIFAR-10,256,0.00031911541074905925,0.0641606793802661,2.221360587273126,49.327623,71.84444444444445,0.866351,False,76.60679768041237,True,True,32.0,0.9378338035243887
ResNet-56,GroupNorm,CIFAR-10,256,0.0002918838426287174,0.0369395284338002,0.9648654355335236,52.301378,74.82222222222222,0.7957772,False,78.00821520618557,True,True,8.0,0.9591582376863467
ResNet-56,GroupNorm,CIFAR-10,16,0.0009570056867397993,0.0310864691766362,6.329804414056776,336.85305,59.68888888888889,0.8397375,False,60.45134443021767,True,True,8.0,0.9873872856176272
ResNet-56,GroupNorm,CIFAR-10,16,0.0012154231563550242,0.0385584096684232,9.02400218977676,367.7128,62.15555555555556,0.8672742,False,63.1562099871959,True,True,0.0625,0.9841558821873065
ResNet-56,GroupNorm,CIFAR-10,16,0.0009278120447220285,0.0128001342656309,1.2762276520226157,360.6919,57.34444444444444,0.8602472,False,58.1786171574904,True,True,0.125,0.9856618676448111
ResNet-56,GroupNorm,CIFAR-10,16,0.0010179360717218146,0.0093173541914721,1.2562793053178358,358.12484,55.22222222222222,0.8656361,False,55.921895006402046,True,True,0.25,0.9874883928003562
ResNet-56,GroupNorm,CIFAR-10,16,0.0006564644932817812,0.0092378893291577,0.657248927673957,272.4882,52.86666666666667,0.9106204,False,53.453104993597954,True,True,0.5,0.9890289193302891
ResNet-56,GroupNorm,CIFAR-10,16,0.00010738918584285609,0.0359316448198632,0.7535258597280208,22.472887,36.15555555555556,0.96151954,False,35.69142125480154,True,True,1.0,1.0130040857000497
ResNet-56,GroupNorm,CIFAR-10,16,0.0010228853454786622,0.0213459735875149,4.816748296093229,358.12105,59.9,0.8592498,False,61.01952624839949,True,True,1e-07,0.9816529836065574
ResNet-56,GroupNorm,CIFAR-10,16,0.000985037646303819,0.0095735503983927,1.270514860383351,370.56334,57.44444444444444,0.83808017,False,58.28265044814341,True,True,0.03125,0.9856182586540955
ResNet-56,GroupNorm,CIFAR-10,16,0.0007862953005333965,0.009956609454705,0.8135696474384286,289.26354,54.93333333333333,0.89825493,False,56.22999359795134,True,True,32.0,0.9769400602481083
ResNet-56,GroupNorm,CIFAR-10,16,0.0009057436395265612,0.0072663982986206,0.3922663633200179,345.10607,57.13333333333333,0.8549772,False,57.62644046094751,True,True,16.0,0.9914430403184742
ResNet-56,GroupNorm,CIFAR-100,16,0.0005305169006925506,0.050474002824113,1.213169626338292,74.36682,42.11111111111112,0.7510964,True,45.33050576184379,False,True,16.0,0.92897951177411
ResNet-56,GroupNorm,CIFAR-100,16,0.0005203282502226446,0.0674293879312853,1.5139457833398875,66.70862000000001,42.388888888888886,0.76387495,True,47.16309218950064,False,True,0.25,0.8987724706126334
ResNet-56,GroupNorm,CIFAR-100,16,0.00056034657763733,0.0605025043782478,2.008151299609336,86.13112000000001,40.422222222222224,0.7725527,True,42.877720870678615,False,True,1e-07,0.9427325287213306
ResNet-56,GroupNorm,CIFAR-100,16,0.000507083672668164,0.0631517092330018,1.178980044784359,57.499456,44.8,0.72866726,True,48.43549935979514,False,True,32.0,0.9249414291615033
ResNet-56,GroupNorm,CIFAR-100,16,0.0005609957698530632,0.0434535366652716,1.0804710008070932,87.554266,42.766666666666666,0.7594201,True,45.42253521126761,False,True,0.0625,0.9415297157622738
ResNet-56,GroupNorm,CIFAR-100,16,0.0006127056679937663,0.1676830732688946,8.18861644660767,36.597135,37.833333333333336,0.7839023,True,42.07746478873239,False,True,1.0,0.8991352859135286
ResNet-56,GroupNorm,CIFAR-100,16,0.0005740137503215986,0.0517720716682172,1.3943386860363276,74.50339000000001,42.01111111111111,0.7747153,True,44.97839308578745,False,True,0.03125,0.9340287242139391
ResNet-56,GroupNorm,CIFAR-100,16,0.0005072875141872533,0.0701023382326818,1.3862722246145112,55.72546,45.7,0.7438297,True,51.68053777208707,False,True,0.5,0.8842787240631774
ResNet-56,GroupNorm,CIFAR-100,16,0.0005266782703912532,0.058569306231582,1.3595977886906168,70.633245,44.333333333333336,0.7415987,True,47.6592509603073,False,True,0.125,0.9302146475246972
ResNet-56,GroupNorm,CIFAR-100,16,0.0005517930440344902,0.0640866081396741,2.1246907332563905,77.55006,43.46666666666667,0.7328119,True,46.01072343149808,False,True,8.0,0.9447073078818449
ResNet-56,GroupNorm,CIFAR-100,256,0.00035314399215844854,0.3210394954772763,93.11463941236522,10.185709,60.43333333333333,0.6014035,True,98.14352448453609,False,True,32.0,0.6157648571389492
ResNet-56,GroupNorm,CIFAR-100,256,0.000508834188265366,0.1761725252928508,12.379528120337728,25.16512,60.1,0.6844963,True,87.64900128865979,False,True,0.03125,0.6856895014932232
ResNet-56,GroupNorm,CIFAR-100,256,0.0005077328531794584,0.2506186617834327,33.711969985768924,17.900293,56.04444444444445,0.6635187,True,92.51771907216497,False,True,1e-07,0.6057698461062263
ResNet-56,GroupNorm,CIFAR-100,256,0.00037241584989124074,0.2621528463849091,52.85931172294885,12.208667,60.81111111111111,0.62821794,True,96.90721649484536,False,True,0.125,0.6275189125295508
ResNet-56,GroupNorm,CIFAR-100,256,0.00019115033615029216,0.8770615960418309,3647.3755317439895,1.8016127,57.7,0.6207297,True,99.88724226804123,False,True,1.0,0.577651346557007
ResNet-56,GroupNorm,CIFAR-100,256,0.0002637296525503662,0.3687700839380652,193.04651968621653,6.4356783,59.78888888888889,0.61322504,True,99.3798324742268,False,True,0.5,0.6016199403877498
ResNet-56,GroupNorm,CIFAR-100,256,0.0003057590245989401,0.3324577535881978,128.4277156888809,7.882226999999999,61.13333333333333,0.5944306,True,98.36501288659794,False,True,0.25,0.6214946914490024
ResNet-56,GroupNorm,CIFAR-100,256,0.0005040923760850995,0.2520534112773129,35.30409641397271,17.118347,59.84444444444444,0.62645954,True,93.8990012886598,False,True,16.0,0.6373278056544341
ResNet-56,GroupNorm,CIFAR-100,256,0.00045212124585341466,0.2691873259192835,42.80525062513743,16.122728000000002,61.95555555555556,0.6254582,True,94.95409149484536,False,True,8.0,0.6524790515100538
ResNet-56,GroupNorm,CIFAR-100,256,0.00045410028888563414,0.2793735512451871,48.9031070621545,15.276637,60.06666666666667,0.68801624,True,93.37951030927834,False,True,0.0625,0.6432531769305964
ResNet-56,GroupNorm,CIFAR-100,256,0.00027483147445776383,0.3366087120503463,137.85137789300822,7.5020506,56.37777777777778,0.73811257,True,98.449581185567,True,True,0.5,0.5726563495634548
ResNet-56,GroupNorm,CIFAR-100,256,0.00026144609886598596,0.6503034620446898,1045.6537411041172,3.5992336,57.333333333333336,0.79429895,True,99.67380798969072,True,True,1.0,0.5752096211600879
ResNet-56,GroupNorm,CIFAR-100,256,0.0002337655851121522,0.2705316823960537,85.91874773899578,7.757607,59.833333333333336,0.66120416,True,99.0173969072165,True,True,0.125,0.6042709180630118
ResNet-56,GroupNorm,CIFAR-100,256,0.0003306198002823324,0.2438757985760698,46.10436163436496,12.097406,58.05555555555556,0.70364153,True,97.31797680412372,True,True,16.0,0.5965553072728443
ResNet-56,GroupNorm,CIFAR-100,256,0.0002900866706206528,0.2497244029859665,56.799882734993055,10.266632,57.16666666666666,0.71364886,True,97.43073453608248,True,True,0.25,0.5867416163787164
ResNet-56,GroupNorm,CIFAR-100,256,0.0002592695309397785,0.3656789882616816,178.4437927883024,6.7634614,56.05555555555556,0.6867774,True,99.00934278350516,True,True,32.0,0.5661643030812477
ResNet-56,GroupNorm,CIFAR-100,256,0.00022737423604821686,0.2909300389069524,112.25599950606392,6.796473799999999,59.18888888888889,0.6372872,True,98.79188144329896,True,True,0.03125,0.5991270540065584
ResNet-56,GroupNorm,CIFAR-100,256,0.00022190704062985246,0.2913506243822759,112.89599785776836,6.7662585,60.2,0.61605126,True,99.08182989690722,True,True,0.0625,0.607578605104861
ResNet-56,GroupNorm,CIFAR-100,256,0.00030485285040816336,0.2678106256663194,61.821304400448426,10.799772,60.06666666666667,0.68786865,True,97.75289948453609,True,True,8.0,0.6144745269286754
ResNet-56,GroupNorm,CIFAR-100,256,0.00021863780642643766,0.288667673360622,117.7124183207124,6.322289,58.766666666666666,0.6105983,True,99.05364046391752,True,True,1e-07,0.5932812402596523
ResNet-56,GroupNorm,CIFAR-100,16,0.0004377569491495399,0.0449339081487036,0.9993740197159724,70.24558,45.04444444444445,0.7780097,True,47.63124199743918,True,True,1e-07,0.9456911589008364
ResNet-56,GroupNorm,CIFAR-100,16,0.0004344876655230576,0.0405266071726472,0.5761527416918236,78.55194,46.25555555555555,0.77059996,True,48.879641485275286,True,True,0.03125,0.9463153605471877
ResNet-56,GroupNorm,CIFAR-100,16,0.00039368145476285124,0.0470934824350138,0.931319087934126,61.491724,46.82222222222222,0.77244824,True,51.50848271446863,True,True,16.0,0.9090196362757538
ResNet-56,GroupNorm,CIFAR-100,16,0.00038515012372647255,0.0677732359296708,1.7645188438376436,48.20266,47.18888888888889,0.7727959,True,53.08898847631242,True,True,32.0,0.8888639667705088
ResNet-56,GroupNorm,CIFAR-100,16,0.0003992914954828883,0.0549555610874032,1.676012507904087,62.619833,47.22222222222222,0.77821565,True,50.92429577464789,True,True,0.125,0.9273024104484778
ResNet-56,GroupNorm,CIFAR-100,16,0.0003994158941092448,0.0470718548460937,0.8856378391549743,66.53284000000001,47.28888888888889,0.7756869,True,50.372119078104994,True,True,0.0625,0.9387909374144977
ResNet-56,GroupNorm,CIFAR-100,16,0.00038851933886899616,0.0464191813082007,0.9435235606518988,57.52011,46.95555555555556,0.7845345,True,51.17637644046095,True,True,0.25,0.9175240378768136
ResNet-56,GroupNorm,CIFAR-100,16,0.0003654820274712126,0.0906204601081616,3.23755690567618,46.65882,45.63333333333333,0.8167866,True,49.83994878361076,True,True,0.5,0.9155975165917362
ResNet-56,GroupNorm,CIFAR-100,16,0.0004107144490170305,0.0473144948241337,0.8125717129172716,73.42638000000001,48.1,0.76440686,True,51.18037772087068,True,True,8.0,0.9398133062309436
ResNet-56,GroupNorm,CIFAR-100,16,0.0003931954891274702,0.1122143426477149,4.28805393259831,35.45043,32.91111111111111,0.86646277,True,34.791133162612034,True,True,1.0,0.9459626094179286
